,DNS Query Name,URL Components Count,Is <=3,Has API Keyword,Has Api Substring,Has Ad substring,Has hiphen,Has URL format,Has Single Char
489,cdn.monday.com,3,True,True,True,False,False,False,False
490,fonts.googleapis.com,3,True,True,True,False,False,False,False
491,fonts.googleapis.com,3,True,True,True,False,False,False,False
492,cdnjs.cloudflare.com,3,True,False,True,False,False,False,False
493,cdnjs.cloudflare.com,3,True,False,True,False,False,False,False
494,cdn.monday.com,3,True,True,True,False,False,False,False
495,fonts.googleapis.com,3,True,True,True,False,False,False,False
496,cdnjs.cloudflare.com,3,True,False,True,False,False,False,False
497,fonts.googleapis.com,3,True,True,True,False,False,False,False
498,cdnjs.cloudflare.com,3,True,False,True,False,False,False,False
499,cdn.monday.com,3,True,True,True,False,False,False,False
